category,quote,quote_speaker
اعتماد," هرگز اين چهار چيز را در زندگيت نشكن: اعتماد، قول، رابطه و قلب؛ زيرا اينها وقتي مي شكنند صدا ندارند، اما درد بسياري دارند.",چارلز ديكنز
اعتماد," به پزشك خود ايمان داشته باشيد و به گفته هايش، كه جز دارويي شفا بخش نيست، اعتما د كنيد و جرعه ي تلخ او را با خاطري آسوده سركشيد.",جبران خليل جبران
اعتماد," اگر كسي با اطمينان به سمت روياهايش به پيش برود و بكوشد تا آنچنان زندگي كند كه هميشه تصورش را كرده است، با چنان موفقيتي به آنها خواهد رسيد كه در زمانهاي عادي، دست نايافتني به نظر مي رسد.",هنري تورئو
اعتماد, به شخصي كه به هيچ كس اعتماد ندارد اطمينان نداشته باشيد!.,ويليام شكسپير
اعتماد, در وجود مردم به دنبال عيب نگرد كه رسوايشان كني و خودت را بي اعتماد.,سعدي
اعتماد," اعتماد به نفس ضرورتاً تضمين كننده ي موفقيت نيست، اما عدم اعتماد به نفس به يقين باعث شكست مي شود.",آلبرت بندورا
اعتماد, به آدمها اعتماد كن تا با تو صادق باشند.,رالف والدو امرسون
اعتماد," نشاط و خوشدلي، اعتماد به نفس شما را تقويت و زندگي را دلپذيرتر مي سازد و باعث مي شود كه اطرافيان شما شادي بيشتري را احساس كنند. خوشدلي به معني خوش خيالي و فرار از مشكلات نيست، بلكه نشانه ي هوش و ذكاوت شما است.",آنتوني رابينز
اعتماد," هميشه به خود اعتماد داشته باشيد. اگر يك بار كاري را با موفقيت انجام داده باشيد، باز هم مي توانيد.",آنتوني رابينز
اعتماد," دي رفت و باز نيامد، فردا را اعتماد نشايد، حال را غنيمت دان كه دير نپايد.",خواجه عبداله انصاري
اعتماد, بالاترين پيماني كه مي توانيم با دوست خود ببنديم اين است: بيا تا ابد اعتماد بين ما حاكم باشد.,رالف والدو امرسون
اعتماد," هيچ كس به تصوير نقاش اعتماد نمي كند، اما مردم عكس را باور مي كنند.",انس آدام
اعتماد, بزرگترين موفقيت عبارت است از اعتماد يا سازش كامل بين اشخاص صميمي.,رالف والدو امرسون
اعتماد, خودستايي مايل است كه به وسيله ي شما اعتماد به خود را بياموزد. او از نگاههاي شما تغذيه مي كند و در دستهاي شما تعريف و تمجيد نسبت به خود را مي بلعد.,نيچه
اعتماد, تمام چيزي كه در اين زندگي لازم داريد بي خبري و اعتماد به نفس است و موفقيت حتمي است.,مارك تواين
اعتماد," به همه عشق بورز، به تعداد كمي اعتماد كن و به هيچ كس بدي نكن.",ويليام شكسپير
اعتماد," به خويشتن اعتماد كن، آنگاه راه زندگي را خواهي يافت.",گوته
اعتماد," به آدم اعتماد كنند، بهتر از آن است كه به آدم محبت كنند.",جرج مك دونالد
اعتماد, هرگز فوايد بلندمدت قابل اعتماد بودن را دست كم نگيريد.,جان ماكسول
اعتماد, قابل اعتماد بودن چيزي فراتر از پذيرش مسئوليت است. پذيرش مسئوليت بايد با قضاوت درست همراه باشد.,جان ماكسول
اعتماد," اگر كسي پيوسته دستور كارش اين باشد كه منافع خودش را مقدم بر منافع تيم بداند، غير قابل اعتماد بودن خود را ثابت مي كند.",جان ماكسول
اعتماد, قابل اعتماد بودن فراتر از توانمندي تنها است.,جان ماكسول
اعتماد," زيانبارترين احساس پس از شكست، از دست دادن اعتماد به نفس و مشكوك شدن به توانايي و صلاحيت خويش است.",جان ماكسول
اعتماد," نه اينكه ديگر به من دروغ نمي گويي، بلكه چون ديگر به تو اعتماد ندارم، اين موضوع برايم تكان دهنده است.",نيچه
اعتماد," هر بار كه در برابر ترس مي ايستيد، قدرت، شهامت و اعتماد به نفس پيدا مي كنيد. بايد كاري را انجام دهيد كه فكر مي كنيد نمي توان انجام داد.",النور روزولت
اعتماد," كاركنان لغزش هاي صادقانه را تحمل مي كنند، اما اگر به اعتمادشان آسيب برسانيد، ديگر به سختي مي توانيد اعتماد آنها را به دست آوريد. مي توان سر رئيس را شيره ماليد، اما نمي توان سر همكاران و زيردستان را شيره ماليد.",مدير عامل پپسي كولا
اعتماد," بزرگترين توانايي، قابل اعتماد بودن است.",كورت برگ وال
اعتماد, به هيچ دسته كليدي اعتماد نكنيد بلكه كليد سازي را فرا بگيريد.,آنتوني رابينز
اعتماد, اعتماد به تدريج مي آيد و يكجا مي رود.,موار دفاست
اعتماد," به همه عشق بورز، به تعداد كمي اعتماد كن و به هيچ كس بدي نكن.",ويليام شكسپير
انتخاب," انتخاب در دو چيز امكان ندارد، يكي تولد و يكي مرگ.",لائوتسه
انتخاب, ناداني يعني انتخاب آنچه درست نيست بر آنچه درست است.,برتولد برشت
انتخاب, فايده تجربه اين است كه انتخاب را آسان مي كند.,ويليام شايرد
انتخاب," اول مشورت، دوم تصميم و سوم انتخاب سه ركن موفقيت هستند.",لوپ دووكا
انتخاب, نقشهايي كه در صحنه زندگي به عهده ما واگذار شده به انتخاب و اختيار خود ما نبوده و تنها وظيفه ما اين است كه به خوبي آنها را بازي كنيم.,اپيكتت
انتخاب," كسي كه مي خواهد نقاش خوبي شود، سرمشق هاي عالي را انتخاب كرده و از روي آن مشق مي نويسد. همچنين كسي كه ميل دارد زندگيش بي عيب و پاكيزه باشد بايد بهترين اشخاص را سرمشق و نمونه خود قرار داده، آنقدر بكوشد تا به پاي آنها برسد و حتي از آنها در گذرد.",ادن نلئام
